,中欧新蓝筹A,,,中欧消费主题A,,,中欧成长,,,中欧医疗健康A,,,中欧强债
,166002.OF,,,002621.OF,,,166006.OF,,,003095.OF,,,166008.SZ
日期,复权单位净值,,日期,复权单位净值,,日期,复权单位净值,,日期,复权单位净值,,日期,复权单位净值
Date,NAV_adj,,Date,NAV_adj,,Date,NAV_adj,,Date,NAV_adj,,Date,NAV_adj
2016-09-29,3.234937,,2016-09-29,0.998000,,2016-09-29,1.158374,,2016-09-29,1.000000,,2016-09-29,1.508876
2016-09-30,3.243632,,2016-09-30,1.002000,,2016-09-30,1.164128,,2016-09-30,1.000000,,2016-09-30,1.509164
2016-10-10,3.286740,,2016-10-10,1.010000,,2016-10-10,1.174381,,2016-10-10,1.000000,,2016-10-10,1.511471
2016-10-11,3.302498,,2016-10-11,1.011000,,2016-10-11,1.182123,,2016-10-11,1.000000,,2016-10-11,1.511759
2016-10-12,3.312279,,2016-10-12,1.008000,,2016-10-12,1.179507,,2016-10-12,1.000000,,2016-10-12,1.512047
2016-10-13,3.311011,,2016-10-13,1.005000,,2016-10-13,1.176578,,2016-10-13,1.000000,,2016-10-13,1.513200
2016-10-14,3.314271,,2016-10-14,1.009000,,2016-10-14,1.172707,,2016-10-14,1.002000,,2016-10-14,1.513777
2016-10-17,3.288189,,2016-10-17,1.002000,,2016-10-17,1.167476,,2016-10-17,1.002000,,2016-10-17,1.514498
2016-10-18,3.320973,,2016-10-18,1.016000,,2016-10-18,1.178252,,2016-10-18,1.002000,,2016-10-18,1.515079
2016-10-19,3.313003,,2016-10-19,1.013000,,2016-10-19,1.176787,,2016-10-19,1.002000,,2016-10-19,1.515516
2016-10-20,3.314090,,2016-10-20,1.014000,,2016-10-20,1.183378,,2016-10-20,1.002000,,2016-10-20,1.516097
2016-10-21,3.304490,,2016-10-21,1.013000,,2016-10-21,1.180658,,2016-10-21,0.997000,,2016-10-21,1.516679
2016-10-24,3.313366,,2016-10-24,1.019000,,2016-10-24,1.190806,,2016-10-24,0.997000,,2016-10-24,1.516970
2016-10-25,3.322422,,2016-10-25,1.020000,,2016-10-25,1.193108,,2016-10-25,0.997000,,2016-10-25,1.516097
2016-10-26,3.324052,,2016-10-26,1.017000,,2016-10-26,1.185052,,2016-10-26,0.997000,,2016-10-26,1.514498
2016-10-27,3.325864,,2016-10-27,1.016000,,2016-10-27,1.187145,,2016-10-27,0.997000,,2016-10-27,1.513625
2016-10-28,3.321335,,2016-10-28,1.013000,,2016-10-28,1.177833,,2016-10-28,0.991000,,2016-10-28,1.513771
2016-10-31,3.324052,,2016-10-31,1.012000,,2016-10-31,1.177624,,2016-10-31,0.993000,,2016-10-31,1.513771
2016-11-01,3.349772,,2016-11-01,1.021000,,2016-11-01,1.189656,,2016-11-01,0.995000,,2016-11-01,1.513916
2016-11-02,3.333290,,2016-11-02,1.016000,,2016-11-02,1.189237,,2016-11-02,0.993000,,2016-11-02,1.513916
2016-11-03,3.340716,,2016-11-03,1.021000,,2016-11-03,1.188714,,2016-11-03,0.991000,,2016-11-03,1.514352
2016-11-04,3.335282,,2016-11-04,1.022000,,2016-11-04,1.180763,,2016-11-04,0.990000,,2016-11-04,1.514643
2016-11-07,3.325501,,2016-11-07,1.018000,,2016-11-07,1.175410,,2016-11-07,0.989000,,2016-11-07,1.515079
2016-11-08,3.341440,,2016-11-08,1.023000,,2016-11-08,1.182160,,2016-11-08,0.990000,,2016-11-08,1.514643
2016-11-09,3.318981,,2016-11-09,1.015000,,2016-11-09,1.181694,,2016-11-09,0.983000,,2016-11-09,1.514643
2016-11-10,3.345425,,2016-11-10,1.029000,,2016-11-10,1.193099,,2016-11-10,0.988000,,2016-11-10,1.513916
2016-11-11,3.347055,,2016-11-11,1.026000,,2016-11-11,1.195194,,2016-11-11,0.985000,,2016-11-11,1.512898
2016-11-14,3.343976,,2016-11-14,1.019000,,2016-11-14,1.193215,,2016-11-14,0.984000,,2016-11-14,1.512462
2016-11-15,3.356293,,2016-11-15,1.025000,,2016-11-15,1.190422,,2016-11-15,0.985000,,2016-11-15,1.510717
2016-11-16,3.346512,,2016-11-16,1.023000,,2016-11-16,1.193332,,2016-11-16,0.983000,,2016-11-16,1.510136
2016-11-17,3.345425,,2016-11-17,1.020000,,2016-11-17,1.190306,,2016-11-17,0.982000,,2016-11-17,1.508827
2016-11-18,3.344520,,2016-11-18,1.013000,,2016-11-18,1.184371,,2016-11-18,0.978000,,2016-11-18,1.507955
2016-11-21,3.342527,,2016-11-21,1.021000,,2016-11-21,1.187280,,2016-11-21,0.981000,,2016-11-21,1.507664
2016-11-22,3.345425,,2016-11-22,1.026000,,2016-11-22,1.195892,,2016-11-22,0.988000,,2016-11-22,1.507373
2016-11-23,3.340354,,2016-11-23,1.019000,,2016-11-23,1.191586,,2016-11-23,0.985000,,2016-11-23,1.506937
2016-11-24,3.335101,,2016-11-24,1.022000,,2016-11-24,1.195892,,2016-11-24,0.990000,,2016-11-24,1.507082
2016-11-25,3.341444,,2016-11-25,1.028000,,2016-11-25,1.202293,,2016-11-25,0.994000,,2016-11-25,1.506792
2016-11-28,3.348919,,2016-11-28,1.031000,,2016-11-28,1.204970,,2016-11-28,0.995000,,2016-11-28,1.506792
2016-11-29,3.332609,,2016-11-29,1.029000,,2016-11-29,1.204853,,2016-11-29,0.988000,,2016-11-29,1.505483
2016-11-30,3.320377,,2016-11-30,1.020000,,2016-11-30,1.197172,,2016-11-30,0.978000,,2016-11-30,1.501266
2016-12-01,3.330118,,2016-12-01,1.027000,,2016-12-01,1.213465,,2016-12-01,0.980000,,2016-12-01,1.496759
2016-12-02,3.302255,,2016-12-02,1.009000,,2016-12-02,1.198336,,2016-12-02,0.966000,,2016-12-02,1.493851
2016-12-05,3.291835,,2016-12-05,1.001000,,2016-12-05,1.187629,,2016-12-05,0.962000,,2016-12-05,1.492833
2016-12-06,3.320604,,2016-12-06,1.003000,,2016-12-06,1.189142,,2016-12-06,0.960000,,2016-12-06,1.487744
2016-12-07,3.332156,,2016-12-07,1.014000,,2016-12-07,1.197871,,2016-12-07,0.968000,,2016-12-07,1.486872
2016-12-08,3.327626,,2016-12-08,1.012000,,2016-12-08,1.195077,,2016-12-08,0.965000,,2016-12-08,1.487453
2016-12-09,3.324454,,2016-12-09,1.013000,,2016-12-09,1.196008,,2016-12-09,0.968000,,2016-12-09,1.487308
2016-12-12,3.210966,,2016-12-12,0.979000,,2016-12-12,1.162608,,2016-12-12,0.946000,,2016-12-12,1.486435
2016-12-13,3.241547,,2016-12-13,0.987000,,2016-12-13,1.169009,,2016-12-13,0.943000,,2016-12-13,1.483527
2016-12-14,3.226596,,2016-12-14,0.984000,,2016-12-14,1.158419,,2016-12-14,0.939000,,2016-12-14,1.480329
2016-12-15,3.232486,,2016-12-15,0.990000,,2016-12-15,1.152600,,2016-12-15,0.928000,,2016-12-15,1.471459
2016-12-16,3.248569,,2016-12-16,0.992000,,2016-12-16,1.159233,,2016-12-16,0.928000,,2016-12-16,1.469860
2016-12-19,3.260348,,2016-12-19,0.996000,,2016-12-19,1.157720,,2016-12-19,0.931000,,2016-12-19,1.466661
2016-12-20,3.242453,,2016-12-20,0.986000,,2016-12-20,1.153996,,2016-12-20,0.930000,,2016-12-20,1.463171
2016-12-21,3.268503,,2016-12-21,0.989000,,2016-12-21,1.156906,,2016-12-21,0.932000,,2016-12-21,1.463462
2016-12-22,3.268050,,2016-12-22,0.980000,,2016-12-22,1.157720,,2016-12-22,0.933000,,2016-12-22,1.465643
2016-12-23,3.250608,,2016-12-23,0.972000,,2016-12-23,1.147246,,2016-12-23,0.928000,,2016-12-23,1.467388
2016-12-26,3.261254,,2016-12-26,0.980000,,2016-12-26,1.148410,,2016-12-26,0.929000,,2016-12-26,1.468842
2016-12-27,3.265558,,2016-12-27,0.982000,,2016-12-27,1.148177,,2016-12-27,0.929000,,2016-12-27,1.470441
2016-12-28,3.249022,,2016-12-28,0.980000,,2016-12-28,1.143057,,2016-12-28,0.924000,,2016-12-28,1.470296
2016-12-29,3.246983,,2016-12-29,0.980000,,2016-12-29,1.142009,,2016-12-29,0.918000,,2016-12-29,1.471605
2016-12-30,3.258310,,2016-12-30,0.982000,,2016-12-30,1.146897,,2016-12-30,0.927000,,2016-12-30,1.473349
2017-01-03,3.278017,,2017-01-03,0.988000,,2017-01-03,1.150738,,2017-01-03,0.934000,,2017-01-03,1.474949
2017-01-04,3.314714,,2017-01-04,0.998000,,2017-01-04,1.165052,,2017-01-04,0.938000,,2017-01-04,1.475821
2017-01-05,3.303841,,2017-01-05,1.000000,,2017-01-05,1.163306,,2017-01-05,0.940000,,2017-01-05,1.476548
2017-01-06,3.293194,,2017-01-06,0.991000,,2017-01-06,1.155626,,2017-01-06,0.932000,,2017-01-06,1.476984
2017-01-09,3.308598,,2017-01-09,0.991000,,2017-01-09,1.154927,,2017-01-09,0.935000,,2017-01-09,1.477275
2017-01-10,3.304067,,2017-01-10,0.992000,,2017-01-10,1.156207,,2017-01-10,0.933000,,2017-01-10,1.478438
2017-01-11,3.266238,,2017-01-11,0.981000,,2017-01-11,1.148294,,2017-01-11,0.928000,,2017-01-11,1.479456
2017-01-12,3.245171,,2017-01-12,0.972000,,2017-01-12,1.138169,,2017-01-12,0.920000,,2017-01-12,1.480183
2017-01-13,3.218442,,2017-01-13,0.955000,,2017-01-13,1.129673,,2017-01-13,0.914000,,2017-01-13,1.480765
2017-01-16,3.161584,,2017-01-16,0.940000,,2017-01-16,1.121760,,2017-01-16,0.912000,,2017-01-16,1.481346
2017-01-17,3.182877,,2017-01-17,0.950000,,2017-01-17,1.127579,,2017-01-17,0.918000,,2017-01-17,1.479602
2017-01-18,3.195563,,2017-01-18,0.948000,,2017-01-18,1.136772,,2017-01-18,0.920000,,2017-01-18,1.477857
2017-01-19,3.185596,,2017-01-19,0.946000,,2017-01-19,1.133514,,2017-01-19,0.915000,,2017-01-19,1.476403
2017-01-20,3.208022,,2017-01-20,0.955000,,2017-01-20,1.142708,,2017-01-20,0.924000,,2017-01-20,1.476984
2017-01-23,3.236790,,2017-01-23,0.958000,,2017-01-23,1.152134,,2017-01-23,0.928000,,2017-01-23,1.478148
2017-01-24,3.230221,,2017-01-24,0.959000,,2017-01-24,1.149923,,2017-01-24,0.925000,,2017-01-24,1.478438
2017-01-25,3.239055,,2017-01-25,0.964000,,2017-01-25,1.151669,,2017-01-25,0.932000,,2017-01-25,1.477566
2017-01-26,3.254006,,2017-01-26,0.966000,,2017-01-26,1.162492,,2017-01-26,0.936000,,2017-01-26,1.477857
2017-02-03,3.240867,,2017-02-03,0.962000,,2017-02-03,1.154462,,2017-02-03,0.936000,,2017-02-03,1.476112
2017-02-06,3.266464,,2017-02-06,0.969000,,2017-02-06,1.158535,,2017-02-06,0.937000,,2017-02-06,1.474222
2017-02-07,3.263067,,2017-02-07,0.970000,,2017-02-07,1.159815,,2017-02-07,0.941000,,2017-02-07,1.472477
2017-02-08,3.278017,,2017-02-08,0.973000,,2017-02-08,1.164121,,2017-02-08,0.941000,,2017-02-08,1.471023
2017-02-09,3.297498,,2017-02-09,0.977000,,2017-02-09,1.165052,,2017-02-09,0.939000,,2017-02-09,1.471459
2017-02-10,3.307692,,2017-02-10,0.975000,,2017-02-10,1.165983,,2017-02-10,0.938000,,2017-02-10,1.471895
2017-02-13,3.326720,,2017-02-13,0.983000,,2017-02-13,1.173780,,2017-02-13,0.948000,,2017-02-13,1.472041
2017-02-14,3.322189,,2017-02-14,0.983000,,2017-02-14,1.179017,,2017-02-14,0.943000,,2017-02-14,1.472477
2017-02-15,3.294780,,2017-02-15,0.975000,,2017-02-15,1.172617,,2017-02-15,0.931000,,2017-02-15,1.472622
2017-02-16,3.323322,,2017-02-16,0.981000,,2017-02-16,1.179250,,2017-02-16,0.941000,,2017-02-16,1.472622
2017-02-17,3.306106,,2017-02-17,0.977000,,2017-02-17,1.171686,,2017-02-17,0.932000,,2017-02-17,1.473204
2017-02-20,3.344162,,2017-02-20,0.993000,,2017-02-20,1.193448,,2017-02-20,0.944000,,2017-02-20,1.474076
2017-02-21,3.363643,,2017-02-21,1.007000,,2017-02-21,1.198452,,2017-02-21,0.956000,,2017-02-21,1.473931
2017-02-22,3.372251,,2017-02-22,1.008000,,2017-02-22,1.208112,,2017-02-22,0.960000,,2017-02-22,1.471605
2017-02-23,3.367494,,2017-02-23,1.002000,,2017-02-23,1.201129,,2017-02-23,0.979000,,2017-02-23,1.472041
2017-02-24,3.361151,,2017-02-24,1.007000,,2017-02-24,1.197172,,2017-02-24,0.974000,,2017-02-24,1.472768
2017-02-27,3.334195,,2017-02-27,1.002000,,2017-02-27,1.187047,,2017-02-27,0.969000,,2017-02-27,1.476112
2017-02-28,3.345521,,2017-02-28,1.003000,,2017-02-28,1.189259,,2017-02-28,0.972000,,2017-02-28,1.476112
2017-03-01,3.351864,,2017-03-01,1.004000,,2017-03-01,1.192052,,2017-03-01,0.970000,,2017-03-01,1.476112
2017-03-02,3.340991,,2017-03-02,0.997000,,2017-03-02,1.193681,,2017-03-02,0.969000,,2017-03-02,1.475676
2017-03-03,3.333062,,2017-03-03,0.999000,,2017-03-03,1.197405,,2017-03-03,0.968000,,2017-03-03,1.475530
2017-03-06,3.354582,,2017-03-06,1.004000,,2017-03-06,1.209275,,2017-03-06,0.973000,,2017-03-06,1.475676
2017-03-07,3.365455,,2017-03-07,1.012000,,2017-03-07,1.214280,,2017-03-07,0.974000,,2017-03-07,1.475676
2017-03-08,3.343256,,2017-03-08,1.010000,,2017-03-08,1.208694,,2017-03-08,0.973000,,2017-03-08,1.475094
2017-03-09,3.325361,,2017-03-09,1.006000,,2017-03-09,1.196241,,2017-03-09,0.966000,,2017-03-09,1.473640
2017-03-10,3.324454,,2017-03-10,1.015000,,2017-03-10,1.204504,,2017-03-10,0.972000,,2017-03-10,1.473204
2017-03-13,3.347560,,2017-03-13,1.022000,,2017-03-13,1.216840,,2017-03-13,0.982000,,2017-03-13,1.472768
2017-03-14,3.338725,,2017-03-14,1.016000,,2017-03-14,1.221728,,2017-03-14,0.980000,,2017-03-14,1.472622
2017-03-15,3.345295,,2017-03-15,1.018000,,2017-03-15,1.226383,,2017-03-15,0.987000,,2017-03-15,1.472768
2017-03-16,3.361378,,2017-03-16,1.022000,,2017-03-16,1.233366,,2017-03-16,0.989000,,2017-03-16,1.473495
2017-03-17,3.343256,,2017-03-17,1.018000,,2017-03-17,1.218237,,2017-03-17,0.982000,,2017-03-17,1.473786
2017-03-20,3.350457,,2017-03-20,1.021000,,2017-03-20,1.220099,,2017-03-20,0.986000,,2017-03-20,1.473495
2017-03-21,3.365660,,2017-03-21,1.035000,,2017-03-21,1.237090,,2017-03-21,0.996000,,2017-03-21,1.472913
2017-03-22,3.377929,,2017-03-22,1.040000,,2017-03-22,1.240115,,2017-03-22,1.008000,,2017-03-22,1.473349
2017-03-23,3.383263,,2017-03-23,1.036000,,2017-03-23,1.244189,,2017-03-23,1.008000,,2017-03-23,1.473640
2017-03-24,3.389131,,2017-03-24,1.038000,,2017-03-24,1.248960,,2017-03-24,1.005000,,2017-03-24,1.474658
2017-03-27,3.372861,,2017-03-27,1.031000,,2017-03-27,1.237788,,2017-03-27,0.995000,,2017-03-27,1.475385
2017-03-28,3.368060,,2017-03-28,1.031000,,2017-03-28,1.232202,,2017-03-28,0.998000,,2017-03-28,1.476112
2017-03-29,3.351791,,2017-03-29,1.029000,,2017-03-29,1.232900,,2017-03-29,0.990000,,2017-03-29,1.476257
2017-03-30,3.324853,,2017-03-30,1.020000,,2017-03-30,1.224288,,2017-03-30,0.986000,,2017-03-30,1.476112
2017-03-31,3.349390,,2017-03-31,1.024000,,2017-03-31,1.239068,,2017-03-31,1.002000,,2017-03-31,1.475530
2017-04-05,3.383263,,2017-04-05,1.036000,,2017-04-05,1.255244,,2017-04-05,1.019000,,2017-04-05,1.476839
2017-04-06,3.384330,,2017-04-06,1.036000,,2017-04-06,1.252684,,2017-04-06,1.020000,,2017-04-06,1.476984
2017-04-07,3.387797,,2017-04-07,1.039000,,2017-04-07,1.258038,,2017-04-07,1.014000,,2017-04-07,1.477566
2017-04-10,3.369927,,2017-04-10,1.032000,,2017-04-10,1.250008,,2017-04-10,0.998000,,2017-04-10,1.479165
2017-04-11,3.378195,,2017-04-11,1.034000,,2017-04-11,1.240814,,2017-04-11,0.991000,,2017-04-11,1.479602
2017-04-12,3.382196,,2017-04-12,1.036000,,2017-04-12,1.239068,,2017-04-12,0.994000,,2017-04-12,1.479892
2017-04-13,3.400599,,2017-04-13,1.043000,,2017-04-13,1.245236,,2017-04-13,1.008000,,2017-04-13,1.480329
2017-04-14,3.372861,,2017-04-14,1.032000,,2017-04-14,1.230223,,2017-04-14,0.997000,,2017-04-14,1.479892
2017-04-17,3.367527,,2017-04-17,1.033000,,2017-04-17,1.229641,,2017-04-17,0.999000,,2017-04-17,1.479020
2017-04-18,3.366460,,2017-04-18,1.039000,,2017-04-18,1.241163,,2017-04-18,1.008000,,2017-04-18,1.478438
2017-04-19,3.376862,,2017-04-19,1.036000,,2017-04-19,1.243141,,2017-04-19,1.006000,,2017-04-19,1.477857
2017-04-20,3.395265,,2017-04-20,1.054000,,2017-04-20,1.254895,,2017-04-20,1.028000,,2017-04-20,1.477275
2017-04-21,3.388330,,2017-04-21,1.048000,,2017-04-21,1.248145,,2017-04-21,1.016000,,2017-04-21,1.476548
2017-04-24,3.354725,,2017-04-24,1.033000,,2017-04-24,1.231969,,2017-04-24,0.995000,,2017-04-24,1.475385
2017-04-25,3.389664,,2017-04-25,1.044000,,2017-04-25,1.250240,,2017-04-25,0.998000,,2017-04-25,1.475094
2017-04-26,3.386197,,2017-04-26,1.040000,,2017-04-26,1.247564,,2017-04-26,1.003000,,2017-04-26,1.475240
2017-04-27,3.385130,,2017-04-27,1.040000,,2017-04-27,1.251986,,2017-04-27,1.014000,,2017-04-27,1.475530
2017-04-28,3.391798,,2017-04-28,1.032000,,2017-04-28,1.248145,,2017-04-28,1.002000,,2017-04-28,1.476984
2017-05-02,3.383263,,2017-05-02,1.030000,,2017-05-02,1.255012,,2017-05-02,1.004000,,2017-05-02,1.477421
2017-05-03,3.372861,,2017-05-03,1.027000,,2017-05-03,1.251986,,2017-05-03,1.001000,,2017-05-03,1.476984
2017-05-04,3.354991,,2017-05-04,1.026000,,2017-05-04,1.252801,,2017-05-04,0.996000,,2017-05-04,1.476257
2017-05-05,3.326186,,2017-05-05,1.019000,,2017-05-05,1.245003,,2017-05-05,0.992000,,2017-05-05,1.475676
2017-05-08,3.291513,,2017-05-08,1.007000,,2017-05-08,1.221611,,2017-05-08,0.981000,,2017-05-08,1.475094
2017-05-09,3.324319,,2017-05-09,1.013000,,2017-05-09,1.230456,,2017-05-09,0.982000,,2017-05-09,1.474367
2017-05-10,3.304316,,2017-05-10,1.005000,,2017-05-10,1.229758,,2017-05-10,0.985000,,2017-05-10,1.472332
2017-05-11,3.316318,,2017-05-11,1.011000,,2017-05-11,1.243258,,2017-05-11,0.994000,,2017-05-11,1.471459
2017-05-12,3.327786,,2017-05-12,1.014000,,2017-05-12,1.250589,,2017-05-12,1.001000,,2017-05-12,1.471168
2017-05-15,3.330720,,2017-05-15,1.025000,,2017-05-15,1.257688,,2017-05-15,1.022000,,2017-05-15,1.471314
2017-05-16,3.373394,,2017-05-16,1.048000,,2017-05-16,1.285735,,2017-05-16,1.041000,,2017-05-16,1.471023
2017-05-17,3.356592,,2017-05-17,1.037000,,2017-05-17,1.272934,,2017-05-17,1.027000,,2017-05-17,1.470587
2017-05-18,3.350457,,2017-05-18,1.035000,,2017-05-18,1.264555,,2017-05-18,1.027000,,2017-05-18,1.470587
2017-05-19,3.350190,,2017-05-19,1.035000,,2017-05-19,1.268279,,2017-05-19,1.032000,,2017-05-19,1.470441
2017-05-22,3.328320,,2017-05-22,1.032000,,2017-05-22,1.272236,,2017-05-22,1.036000,,2017-05-22,1.470441
2017-05-23,3.322986,,2017-05-23,1.030000,,2017-05-23,1.275029,,2017-05-23,1.042000,,2017-05-23,1.469569
2017-05-24,3.324853,,2017-05-24,1.030000,,2017-05-24,1.273632,,2017-05-24,1.038000,,2017-05-24,1.469860
2017-05-25,3.330720,,2017-05-25,1.030000,,2017-05-25,1.267813,,2017-05-25,1.036000,,2017-05-25,1.470732
2017-05-26,3.321119,,2017-05-26,1.024000,,2017-05-26,1.259434,,2017-05-26,1.026000,,2017-05-26,1.470732
2017-05-31,3.320585,,2017-05-31,1.021000,,2017-05-31,1.259201,,2017-05-31,1.029000,,2017-05-31,1.471605
2017-06-01,3.314717,,2017-06-01,1.016000,,2017-06-01,1.257572,,2017-06-01,1.036000,,2017-06-01,1.471459
2017-06-02,3.314717,,2017-06-02,1.016000,,2017-06-02,1.253964,,2017-06-02,1.026000,,2017-06-02,1.471605
2017-06-05,3.321119,,2017-06-05,1.017000,,2017-06-05,1.259667,,2017-06-05,1.017000,,2017-06-05,1.471605
2017-06-06,3.338188,,2017-06-06,1.030000,,2017-06-06,1.274912,,2017-06-06,1.032000,,2017-06-06,1.471750
2017-06-07,3.382996,,2017-06-07,1.049000,,2017-06-07,1.293300,,2017-06-07,1.052000,,2017-06-07,1.472332
2017-06-08,3.399532,,2017-06-08,1.054000,,2017-06-08,1.307963,,2017-06-08,1.068000,,2017-06-08,1.472477
2017-06-09,3.409134,,2017-06-09,1.061000,,2017-06-09,1.313899,,2017-06-09,1.075000,,2017-06-09,1.472768
2017-06-12,3.413668,,2017-06-12,1.064000,,2017-06-12,1.310175,,2017-06-12,1.083000,,2017-06-12,1.473640
2017-06-13,3.433405,,2017-06-13,1.063000,,2017-06-13,1.324256,,2017-06-13,1.086000,,2017-06-13,1.474949
2017-06-14,3.410734,,2017-06-14,1.055000,,2017-06-14,1.311222,,2017-06-14,1.066000,,2017-06-14,1.476112
2017-06-15,3.414468,,2017-06-15,1.048000,,2017-06-15,1.310524,,2017-06-15,1.059000,,2017-06-15,1.477275
2017-06-16,3.409934,,2017-06-16,1.044000,,2017-06-16,1.311571,,2017-06-16,1.054000,,2017-06-16,1.478875
2017-06-19,3.432872,,2017-06-19,1.053000,,2017-06-19,1.324023,,2017-06-19,1.067000,,2017-06-19,1.481637
